chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
XII,124789,129780,-0.1612,0.894,0.0099,1.007,-0.0409,0.972,0.0241,1.017
XII,129780,134772,-0.1336,0.912,-0.0188,0.987,-0.0934,0.937,0.0386,1.027
XII,134772,139763,-0.1676,0.890,-0.0861,0.942,-0.1475,0.903,0.0269,1.019
XII,139763,144755,-0.4053,0.755,-0.2204,0.858,-0.2632,0.833,0.0236,1.017
XII,144755,149746,0.0563,1.040,0.0911,1.065,0.1215,1.088,-0.0050,0.997
XII,149746,154738,-0.0383,0.974,-0.0166,0.989,-0.0197,0.986,-0.0545,0.963
XII,154738,159729,-0.0561,0.962,-0.0430,0.971,0.0330,1.023,-0.0377,0.974
XII,159729,164721,-0.1635,0.893,-0.0830,0.944,-0.0871,0.941,-0.0372,0.975
XII,164721,169713,0.0644,1.046,0.1646,1.121,0.1036,1.074,-0.0394,0.973
XII,169713,174704,-0.1954,0.873,-0.0454,0.969,-0.0254,0.983,-0.0448,0.969
XII,174704,179696,0.0960,1.069,0.1672,1.123,0.2281,1.171,0.0151,1.011
XII,179696,184687,-0.1839,0.880,0.0088,1.006,0.0005,1.000,-0.0518,0.965
XII,184687,189679,-0.0428,0.971,0.0372,1.026,0.1085,1.078,0.0650,1.046
XII,189679,194670,0.1692,1.124,0.2149,1.161,0.2790,1.213,0.0421,1.030
XII,194670,199662,-0.0681,0.954,0.0030,1.002,-0.0189,0.987,-0.0010,0.999
XII,199662,204653,-0.1169,0.922,-0.0706,0.952,0.0061,1.004,-0.0048,0.997
XII,204653,209645,-0.1348,0.911,-0.0326,0.978,0.0649,1.046,0.1573,1.115
XII,209645,214637,-0.1616,0.894,-0.0180,0.988,-0.1713,0.888,-0.0024,0.998
XII,214637,219628,0.4959,1.410,0.4731,1.388,0.4888,1.403,0.0952,1.068
XII,219628,224620,0.2033,1.151,0.1568,1.115,0.1471,1.107,-0.0118,0.992
XII,224620,229611,-0.1244,0.917,0.0262,1.018,0.0201,1.014,0.0359,1.025
XII,229611,234603,-0.3558,0.781,-0.2246,0.856,-0.1337,0.911,0.0262,1.018
XII,234603,239594,-0.0587,0.960,0.0244,1.017,0.0527,1.037,-0.0090,0.994
XII,239594,244586,-0.0314,0.978,0.0170,1.012,0.0445,1.031,-0.0797,0.946
XII,244586,249578,0.0543,1.038,0.0308,1.022,0.0106,1.007,0.0022,1.002
XII,249578,254569,-0.1137,0.924,-0.0193,0.987,0.0278,1.019,0.0336,1.024
XII,254569,259561,0.0015,1.001,0.0953,1.068,0.1114,1.080,0.0576,1.041
XII,259561,264552,-0.2852,0.821,-0.1964,0.873,-0.1101,0.927,-0.0387,0.974
XII,264552,269544,0.0237,1.017,0.0859,1.061,0.0252,1.018,0.0237,1.017
XII,269544,274535,0.0015,1.001,0.0644,1.046,0.0257,1.018,0.0079,1.005
XII,274535,279527,-0.0154,0.989,0.0462,1.033,-0.0088,0.994,-0.1188,0.921
XII,279527,284518,-0.3153,0.804,-0.2291,0.853,-0.2328,0.851,-0.0061,0.996
XII,284518,289510,-0.0179,0.988,-0.0020,0.999,0.0510,1.036,0.0145,1.010
XII,289510,294502,-0.2718,0.828,-0.1563,0.897,-0.2044,0.868,-0.0118,0.992
XII,294502,299493,-0.0868,0.942,-0.0112,0.992,0.0655,1.046,0.0391,1.027
XII,299493,304485,-0.1243,0.917,-0.0227,0.984,-0.0207,0.986,0.0897,1.064
XII,304485,309476,-0.1373,0.909,-0.0179,0.988,0.0662,1.047,0.0393,1.028
XII,309476,314468,0.1032,1.074,0.1152,1.083,0.1206,1.087,-0.0025,0.998
XII,314468,319459,0.0015,1.001,0.0513,1.036,0.1038,1.075,0.0753,1.054
XII,319459,324451,-0.0602,0.959,-0.0128,0.991,0.0156,1.011,-0.0389,0.973
XII,324451,329442,-0.2869,0.820,-0.1435,0.905,-0.1520,0.900,-0.0102,0.993
XII,329442,334434,-0.2381,0.848,-0.0321,0.978,-0.1191,0.921,0.0458,1.032
XII,334434,339426,-0.0297,0.980,0.0076,1.005,0.0537,1.038,-0.0614,0.958
XII,339426,344417,0.2056,1.153,0.2296,1.173,0.2134,1.159,-0.0415,0.972
XII,344417,349409,0.1648,1.121,0.1524,1.111,0.1737,1.128,0.0423,1.030
XII,349409,354400,-0.2625,0.834,-0.0830,0.944,-0.0099,0.993,0.0275,1.019
XII,354400,359392,-0.1459,0.904,-0.0928,0.938,-0.0657,0.955,0.0345,1.024
XII,359392,364383,-0.2362,0.849,-0.0555,0.962,-0.0519,0.965,0.0141,1.010
XII,364383,369375,0.0858,1.061,0.0972,1.070,0.1115,1.080,0.0141,1.010
XII,369375,374367,-0.3491,0.785,-0.2938,0.816,-0.3056,0.809,0.0565,1.040
XII,374367,379358,0.0584,1.041,0.0255,1.018,0.0702,1.050,0.0269,1.019
XII,379358,384350,-0.0760,0.949,-0.0103,0.993,0.1169,1.084,0.0972,1.070
XII,384350,389341,0.0467,1.033,0.1034,1.074,0.0507,1.036,0.0428,1.030
XII,389341,394333,-0.0765,0.948,0.0290,1.020,0.0590,1.042,-0.0632,0.957
XII,394333,399324,-0.1317,0.913,-0.1169,0.922,-0.0223,0.985,0.0092,1.006
XII,399324,404316,0.0372,1.026,0.0874,1.062,0.0585,1.041,0.0308,1.022
XII,404316,409307,0.0027,1.002,0.0560,1.040,0.0258,1.018,0.0380,1.027
XII,409307,414299,-0.1041,0.930,-0.0785,0.947,0.0185,1.013,0.0264,1.018
XII,414299,419291,-0.1900,0.877,-0.1080,0.928,-0.0455,0.969,0.0576,1.041
XII,419291,424282,-0.3223,0.800,-0.1796,0.883,-0.1920,0.875,0.0183,1.013
XII,424282,429274,-0.0938,0.937,-0.0675,0.954,-0.0112,0.992,0.0148,1.010
XII,429274,434265,-0.0286,0.980,0.0091,1.006,-0.0748,0.949,0.0632,1.045
XII,434265,439257,-0.2316,0.852,-0.1771,0.884,-0.1231,0.918,-0.0081,0.994
XII,439257,444248,-0.1690,0.889,-0.1905,0.876,-0.0562,0.962,-0.0071,0.995
XII,444248,449240,0.0376,1.026,0.0195,1.014,0.0545,1.039,-0.0261,0.982
XII,449240,454231,4.5607,23.599,4.5799,23.916,4.5915,24.110,5.0001,32.002
XII,454231,459223,5.0066,32.148,5.2243,37.383,5.1506,35.521,6.0062,64.275
XII,459223,464215,4.7699,27.283,5.1732,36.082,5.0207,32.463,6.0202,64.900
XII,464215,469206,4.8825,29.496,5.1754,36.136,5.0136,32.303,5.8745,58.666
XII,469206,474198,0.3264,1.254,0.3364,1.263,0.4383,1.355,0.3190,1.247
XII,474198,479189,0.4514,1.367,0.4491,1.365,0.3719,1.294,0.3180,1.247
XII,479189,484181,0.4868,1.401,0.5066,1.421,0.6089,1.525,0.2201,1.165
XII,484181,489172,0.3461,1.271,0.4245,1.342,0.5195,1.433,0.3645,1.287
XII,489172,494164,1.3779,2.599,1.4319,2.698,1.6004,3.032,1.4496,2.731
XII,494164,499156,-0.1509,0.901,-0.1505,0.901,-0.0632,0.957,-0.0609,0.959
XII,499156,504147,-0.0465,0.968,-0.0452,0.969,0.0171,1.012,0.0759,1.054
XII,504147,509139,0.0561,1.040,-0.0317,0.978,0.0950,1.068,-0.0172,0.988
XII,509139,514130,-0.1203,0.920,-0.1229,0.918,-0.0654,0.956,-0.0694,0.953
XII,514130,519122,-0.2728,0.828,-0.0972,0.935,-0.1868,0.879,-0.0829,0.944
XII,519122,524113,-0.2167,0.861,-0.1021,0.932,-0.1009,0.932,-0.0035,0.998
XII,524113,529105,-0.1186,0.921,-0.0957,0.936,-0.0529,0.964,-0.1006,0.933
XII,529105,534096,0.0648,1.046,-0.0035,0.998,0.2044,1.152,0.1155,1.083
XII,534096,539088,-0.2262,0.855,-0.1012,0.932,-0.1811,0.882,0.0148,1.010
XII,539088,544080,0.0041,1.003,0.0268,1.019,-0.0094,0.994,-0.0376,0.974
XII,544080,549071,-0.0942,0.937,-0.0895,0.940,-0.0027,0.998,-0.0563,0.962
XII,549071,554063,0.0616,1.044,0.0896,1.064,0.1356,1.099,-0.1174,0.922
XII,554063,559054,0.1308,1.095,0.1695,1.125,0.2002,1.149,0.0307,1.022
XII,559054,564046,0.1674,1.123,0.1248,1.090,0.1160,1.084,-0.0242,0.983
XII,564046,569037,-0.1134,0.924,0.0005,1.000,-0.0988,0.934,-0.0080,0.994
XII,569037,574029,-0.0256,0.982,-0.0109,0.992,-0.0901,0.939,-0.0410,0.972
XII,574029,579020,-0.2906,0.818,-0.2587,0.836,-0.2638,0.833,-0.0172,0.988
XII,579020,584012,0.1487,1.109,0.0820,1.058,0.2627,1.200,0.0399,1.028
XII,584012,589004,0.0796,1.057,0.0237,1.017,0.0465,1.033,0.0760,1.054
XII,589004,593995,0.0589,1.042,0.0388,1.027,-0.0161,0.989,0.0315,1.022
XII,593995,598987,0.8420,1.793,0.7369,1.667,0.8211,1.767,0.4004,1.320
XII,598987,603978,0.1107,1.080,0.0806,1.057,0.0864,1.062,-0.0268,0.982
XII,603978,608970,-0.2620,0.834,-0.1164,0.922,-0.2132,0.863,-0.0104,0.993
XII,608970,613961,-0.0989,0.934,-0.0645,0.956,0.0291,1.020,0.0229,1.016
XII,613961,618953,-0.0492,0.966,-0.0180,0.988,-0.0062,0.996,0.0385,1.027
XII,618953,623945,0.0727,1.052,0.0362,1.025,0.1510,1.110,0.0181,1.013
XII,623945,628936,0.0000,1.000,-0.0035,0.998,0.0247,1.017,-0.0569,0.961
XII,628936,633928,-0.0639,0.957,0.0063,1.004,0.0053,1.004,-0.0161,0.989
XII,633928,638919,-0.1746,0.886,-0.2111,0.864,-0.1565,0.897,0.0166,1.012
XII,638919,643911,-0.0694,0.953,-0.0998,0.933,0.0006,1.000,0.0884,1.063
XII,643911,648902,-0.2569,0.837,-0.2480,0.842,-0.1193,0.921,-0.0672,0.955
XII,648902,653894,0.6255,1.543,0.5413,1.455,0.6602,1.580,0.2318,1.174
XII,653894,658885,0.5296,1.444,0.5378,1.452,0.4832,1.398,0.4042,1.323
XII,658885,663877,-0.0698,0.953,-0.0848,0.943,0.0085,1.006,-0.0773,0.948
XII,663877,668869,-0.0103,0.993,-0.0064,0.996,0.0499,1.035,-0.0149,0.990
XII,668869,673860,-0.4599,0.727,-0.3277,0.797,-0.4077,0.754,0.0543,1.038
XII,673860,678852,-0.0506,0.966,-0.0652,0.956,-0.0781,0.947,0.0535,1.038
XII,678852,683843,-0.0184,0.987,-0.0722,0.951,-0.0687,0.953,0.0357,1.025
XII,683843,688835,0.0471,1.033,-0.0035,0.998,0.0814,1.058,0.0395,1.028
XII,688835,693826,0.0666,1.047,0.0412,1.029,0.1097,1.079,0.1306,1.095
XII,693826,698818,-0.0949,0.936,-0.1010,0.932,-0.0394,0.973,0.0183,1.013
XII,698818,703809,0.0902,1.064,-0.0226,0.984,0.1447,1.105,0.0195,1.014
XII,703809,708801,-0.1212,0.919,-0.0353,0.976,-0.1508,0.901,0.0227,1.016
XII,708801,713793,-0.0271,0.981,-0.0176,0.988,0.0317,1.022,0.0004,1.000
XII,713793,718784,0.1074,1.077,0.0959,1.069,0.1062,1.076,-0.0569,0.961
XII,718784,723776,-0.2026,0.869,-0.1908,0.876,-0.1480,0.902,0.0289,1.020
XII,723776,728767,-0.0495,0.966,-0.0076,0.995,-0.0899,0.940,-0.0586,0.960
XII,728767,733759,-0.8147,0.569,-0.7208,0.607,-0.7562,0.592,-0.4944,0.710
XII,733759,738750,-0.1015,0.932,-0.2612,0.834,-0.2244,0.856,-0.2698,0.829
XII,738750,743742,-0.0251,0.983,-0.0080,0.994,-0.0210,0.986,-0.0171,0.988
XII,743742,748734,-0.0614,0.958,-0.0918,0.938,-0.1416,0.906,0.0000,1.000
XII,748734,753725,-0.2675,0.831,-0.1864,0.879,-0.0849,0.943,0.0284,1.020
XII,753725,758717,0.0015,1.001,0.0008,1.001,0.0333,1.023,0.0137,1.010
XII,758717,763708,-0.2021,0.869,-0.1926,0.875,-0.1391,0.908,-0.0223,0.985
XII,763708,768700,-0.1671,0.891,-0.1117,0.926,-0.1505,0.901,-0.0561,0.962
XII,768700,773691,-0.1109,0.926,-0.0452,0.969,-0.0773,0.948,0.0391,1.027
XII,773691,778683,0.0272,1.019,0.0334,1.023,0.0822,1.059,-0.0500,0.966
XII,778683,783674,-0.1068,0.929,-0.1343,0.911,-0.0843,0.943,0.0092,1.006
XII,783674,788666,-0.1516,0.900,-0.0967,0.935,0.0377,1.026,-0.0052,0.996
XII,788666,793658,-0.1082,0.928,-0.1451,0.904,-0.0482,0.967,-0.0280,0.981
XII,793658,798649,-0.1221,0.919,-0.1614,0.894,-0.2870,0.820,-0.0343,0.977
XII,798649,803641,-0.2331,0.851,-0.2069,0.866,-0.1441,0.905,0.0167,1.012
XII,803641,808632,-0.5012,0.707,-0.3266,0.797,-0.3633,0.777,0.0338,1.024
XII,808632,813624,0.0104,1.007,-0.0758,0.949,0.0373,1.026,-0.0333,0.977
XII,813624,818615,0.1303,1.095,0.0978,1.070,0.1944,1.144,-0.0562,0.962
XII,818615,823607,-0.1704,0.889,-0.0206,0.986,-0.1678,0.890,-0.0618,0.958
XII,823607,828598,0.0015,1.001,0.0778,1.055,-0.0255,0.982,0.0635,1.045
XII,828598,833590,0.1140,1.082,0.1320,1.096,0.0953,1.068,-0.1122,0.925
XII,833590,838582,-0.1534,0.899,-0.0718,0.951,-0.0815,0.945,-0.0126,0.991
XII,838582,843573,-0.0586,0.960,0.0867,1.062,-0.0972,0.935,-0.0222,0.985
XII,843573,848565,0.0673,1.048,0.0790,1.056,0.1096,1.079,0.0780,1.056
XII,848565,853556,-0.0005,1.000,0.0290,1.020,0.0583,1.041,0.0023,1.002
XII,853556,858548,-0.2011,0.870,-0.0480,0.967,-0.1074,0.928,-0.0384,0.974
XII,858548,863539,-0.0490,0.967,0.1321,1.096,0.0397,1.028,-0.0238,0.984
XII,863539,868531,-0.0764,0.948,0.0102,1.007,0.0876,1.063,0.0353,1.025
XII,868531,873523,-0.1116,0.926,-0.0035,0.998,-0.0383,0.974,0.0260,1.018
XII,873523,878514,-0.0350,0.976,-0.0035,0.998,0.0284,1.020,0.0000,1.000
XII,878514,883506,-0.0388,0.973,-0.0075,0.995,0.0657,1.047,0.0023,1.002
XII,883506,888497,-0.2455,0.843,-0.0826,0.944,-0.0357,0.976,-0.0356,0.976
XII,888497,893489,0.0626,1.044,0.0571,1.040,0.1105,1.080,0.0550,1.039
XII,893489,898480,0.0241,1.017,0.1007,1.072,0.1027,1.074,-0.0366,0.975
XII,898480,903472,-0.0222,0.985,0.0284,1.020,0.0253,1.018,-0.0499,0.966
XII,903472,908463,-0.2045,0.868,-0.0497,0.966,-0.1635,0.893,0.0842,1.060
XII,908463,913455,-0.0690,0.953,0.0195,1.014,-0.0615,0.958,0.0253,1.018
XII,913455,918447,-0.0841,0.943,-0.0159,0.989,-0.0425,0.971,0.0055,1.004
XII,918447,923438,-0.1875,0.878,-0.0705,0.952,-0.1268,0.916,0.0799,1.057
XII,923438,928430,-0.0081,0.994,-0.0212,0.985,-0.0007,1.000,0.0303,1.021
XII,928430,933421,-0.0036,0.997,0.0478,1.034,-0.0512,0.965,-0.0438,0.970
XII,933421,938413,0.0182,1.013,0.0589,1.042,0.0849,1.061,-0.0853,0.943
XII,938413,943404,0.0015,1.001,-0.0035,0.998,-0.0389,0.973,-0.1142,0.924
XII,943404,948396,0.3194,1.248,0.2582,1.196,0.2651,1.202,-0.1248,0.917
XII,948396,953387,-0.0135,0.991,0.0872,1.062,0.1478,1.108,-0.0398,0.973
XII,953387,958379,0.0199,1.014,0.0719,1.051,-0.0269,0.982,0.0055,1.004
XII,958379,963371,-0.1073,0.928,-0.0528,0.964,-0.0615,0.958,-0.0800,0.946
XII,963371,968362,-0.0876,0.941,-0.0035,0.998,-0.0805,0.946,0.0849,1.061
XII,968362,973354,0.0353,1.025,-0.0073,0.995,0.0537,1.038,-0.0045,0.997
XII,973354,978345,0.2363,1.178,0.1422,1.104,0.1366,1.099,-0.0464,0.968
XII,978345,983337,0.4350,1.352,0.3868,1.307,0.3217,1.250,0.0782,1.056
XII,983337,988328,0.1431,1.104,0.1330,1.097,0.0475,1.033,0.0269,1.019
XII,988328,993320,-0.1680,0.890,-0.0847,0.943,-0.1859,0.879,-0.0911,0.939
XII,993320,998312,-0.0036,0.997,-0.0130,0.991,-0.0731,0.951,-0.0039,0.997
XII,998312,1003303,-0.1014,0.932,-0.0737,0.950,-0.1594,0.895,-0.0087,0.994
XII,1003303,1008295,0.0002,1.000,-0.0958,0.936,-0.0770,0.948,-0.0386,0.974
XII,1008295,1013286,-0.2534,0.839,-0.2183,0.860,-0.3294,0.796,-0.0974,0.935
XII,1013286,1018278,-0.0128,0.991,-0.0766,0.948,-0.1719,0.888,0.0418,1.029
XII,1018278,1023269,0.0904,1.065,-0.0076,0.995,0.0051,1.004,-0.1002,0.933
XII,1023269,1028261,0.2188,1.164,-0.0651,0.956,0.0855,1.061,-0.1781,0.884
XII,1028261,1033252,0.1042,1.075,-0.0585,0.960,-0.0665,0.955,-0.0686,0.954
XII,1033252,1038244,0.0565,1.040,-0.0302,0.979,-0.0007,1.000,-0.0532,0.964
XII,1038244,1043236,0.2475,1.187,0.0824,1.059,0.1290,1.094,-0.0130,0.991
XII,1043236,1048227,-0.0616,0.958,-0.1719,0.888,-0.1331,0.912,0.0603,1.043
XII,1048227,1053219,0.1616,1.119,0.0419,1.029,0.0071,1.005,-0.0141,0.990
XII,1053219,1058210,0.1407,1.102,-0.0119,0.992,-0.0796,0.946,0.0485,1.034
XII,1058210,1063202,0.3302,1.257,0.1021,1.073,0.0310,1.022,0.0411,1.029
XII,1063202,1068193,0.5617,1.476,0.4200,1.338,0.2397,1.181,0.0963,1.069
XII,1068193,1073185,1.1336,2.194,1.0521,2.074,0.8740,1.833,1.0106,2.015
XII,1073185,1078177,0.8008,1.742,0.8431,1.794,0.7597,1.693,0.7289,1.657
XIII,0,4996,0.6309,1.549,0.5944,1.510,0.3120,1.241,0.4511,1.367
XIII,4996,9993,0.6456,1.564,0.3735,1.295,-0.0438,0.970,0.1581,1.116
XIII,9993,14990,0.4833,1.398,0.1313,1.095,0.1100,1.079,0.0719,1.051
XIII,14990,19987,0.1804,1.133,-0.0258,0.982,-0.0352,0.976,0.0149,1.010
XIII,19987,24984,0.3226,1.251,0.0502,1.035,0.1222,1.088,0.0204,1.014
XIII,24984,29981,0.0964,1.069,-0.1383,0.909,-0.0469,0.968,0.0774,1.055
XIII,29981,34978,0.3076,1.238,0.0307,1.021,0.1355,1.098,0.0221,1.015
XIII,34978,39975,0.3868,1.308,0.1128,1.081,0.1449,1.106,0.1177,1.085
XIII,39975,44972,0.0725,1.052,-0.1201,0.920,-0.0175,0.988,0.0462,1.033
XIII,44972,49969,0.3703,1.293,0.0868,1.062,0.1791,1.132,-0.0137,0.991
XIII,49969,54966,0.3319,1.259,0.1238,1.090,0.2623,1.199,0.0000,1.000
XIII,54966,59963,0.0015,1.001,-0.1435,0.905,-0.1320,0.913,-0.0483,0.967
XIII,59963,64960,-0.0108,0.993,-0.1674,0.890,-0.2139,0.862,-0.0737,0.950
XIII,64960,69956,0.1434,1.105,0.0731,1.052,-0.0816,0.945,-0.1348,0.911
XIII,69956,74953,-0.0901,0.939,-0.1857,0.879,-0.2222,0.857,0.0051,1.004
XIII,74953,79950,0.0888,1.063,-0.0110,0.992,-0.0777,0.948,0.0471,1.033
XIII,79950,84947,0.1620,1.119,0.0733,1.052,0.1090,1.079,0.0641,1.045
XIII,84947,89944,-0.1266,0.916,-0.2082,0.866,-0.2733,0.827,0.0187,1.013
XIII,89944,94941,-0.0814,0.945,-0.0651,0.956,-0.1585,0.896,-0.0163,0.989
XIII,94941,99938,0.1933,1.143,0.1413,1.103,0.1205,1.087,-0.0221,0.985
XIII,99938,104935,0.1561,1.114,0.1515,1.111,0.0813,1.058,-0.0463,0.968
XIII,104935,109932,0.1013,1.073,0.0346,1.024,0.0880,1.063,-0.0771,0.948
XIII,109932,114929,0.1063,1.076,0.0640,1.045,0.0590,1.042,0.0143,1.010
XIII,114929,119926,0.0314,1.022,0.0960,1.069,0.1415,1.103,-0.0247,0.983
XIII,119926,124923,-0.1317,0.913,-0.0473,0.968,-0.1032,0.931,0.0700,1.050
XIII,124923,129920,-0.0512,0.965,0.0018,1.001,0.0655,1.046,0.0161,1.011
XIII,129920,134916,-0.0311,0.979,0.0403,1.028,-0.0029,0.998,0.0252,1.018
XIII,134916,139913,0.0948,1.068,0.0585,1.041,0.0520,1.037,0.0807,1.058
XIII,139913,144910,0.0299,1.021,0.1054,1.076,0.0985,1.071,0.0127,1.009
XIII,144910,149907,0.0488,1.034,0.0279,1.020,-0.0003,1.000,0.0796,1.057
XIII,149907,154904,0.0196,1.014,0.0651,1.046,0.0774,1.055,0.0439,1.031
XIII,154904,159901,-0.0315,0.978,-0.1028,0.931,-0.0007,1.000,-0.0471,0.968
XIII,159901,164898,-0.1878,0.878,-0.0679,0.954,-0.0717,0.951,-0.0235,0.984
XIII,164898,169895,0.0374,1.026,0.0101,1.007,0.0789,1.056,-0.0672,0.954
XIII,169895,174892,0.1656,1.122,0.1135,1.082,0.1339,1.097,-0.0562,0.962
XIII,174892,179889,-0.0427,0.971,-0.0291,0.980,-0.0324,0.978,-0.0422,0.971
XIII,179889,184886,0.1116,1.080,0.1080,1.078,0.1414,1.103,0.0712,1.051
XIII,184886,189883,0.8666,1.823,0.7813,1.719,0.8492,1.802,0.4643,1.380
XIII,189883,194880,-0.1258,0.916,-0.0811,0.945,-0.0571,0.961,0.0335,1.023
XIII,194880,199876,0.6807,1.603,0.5489,1.463,0.6562,1.576,0.3032,1.234
XIII,199876,204873,0.4340,1.351,0.4045,1.324,0.3503,1.275,0.2836,1.217
XIII,204873,209870,0.0712,1.051,0.0355,1.025,0.0366,1.026,0.0000,1.000
XIII,209870,214867,-0.1768,0.885,-0.1926,0.875,-0.1130,0.925,0.0212,1.015
XIII,214867,219864,0.1295,1.094,0.0815,1.058,0.0585,1.041,0.0404,1.028
XIII,219864,224861,-0.0548,0.963,-0.0207,0.986,-0.0291,0.980,0.0001,1.000
XIII,224861,229858,-0.2555,0.838,-0.1770,0.885,-0.1797,0.883,-0.0297,0.980
XIII,229858,234855,0.0163,1.011,0.0135,1.009,0.0983,1.071,0.0550,1.039
XIII,234855,239852,-0.1068,0.929,-0.1245,0.917,-0.0748,0.949,0.0024,1.002
XIII,239852,244849,-0.0947,0.936,-0.0650,0.956,-0.0153,0.989,0.0878,1.063
XIII,244849,249846,-0.0314,0.978,0.0090,1.006,0.0549,1.039,0.0575,1.041
XIII,249846,254843,-0.1536,0.899,-0.1478,0.903,-0.1164,0.922,-0.0206,0.986
XIII,254843,259840,0.1021,1.073,0.0434,1.031,0.1085,1.078,-0.0224,0.985
XIII,259840,264836,0.0547,1.039,0.0767,1.055,0.0762,1.054,0.0211,1.015
XIII,264836,269833,-0.0182,0.987,-0.0726,0.951,0.0541,1.038,0.0614,1.043
XIII,269833,274830,-0.1721,0.888,-0.1246,0.917,-0.1422,0.906,-0.0230,0.984
XIII,274830,279827,0.1638,1.120,0.0893,1.064,0.1000,1.072,0.0163,1.011
XIII,279827,284824,-0.0222,0.985,0.0110,1.008,0.0755,1.054,0.0771,1.055
XIII,284824,289821,-0.0435,0.970,-0.0911,0.939,-0.0693,0.953,-0.0380,0.974
XIII,289821,294818,-0.1224,0.919,-0.0660,0.955,-0.0424,0.971,0.0182,1.013
XIII,294818,299815,-0.0389,0.973,-0.0751,0.949,0.0121,1.008,-0.0330,0.977
XIII,299815,304812,0.1062,1.076,0.0610,1.043,0.2267,1.170,0.0000,1.000
XIII,304812,309809,-0.2078,0.866,-0.1927,0.875,-0.0731,0.951,-0.0111,0.992
XIII,309809,314806,0.0015,1.001,0.0413,1.029,0.0745,1.053,-0.1353,0.911
XIII,314806,319803,0.0787,1.056,-0.0035,0.998,0.0019,1.001,-0.0082,0.994
XIII,319803,324800,0.3295,1.257,0.1813,1.134,0.1928,1.143,-0.0171,0.988
XIII,324800,329797,-0.1203,0.920,-0.0705,0.952,-0.1392,0.908,0.0241,1.017
XIII,329797,334793,-0.0930,0.938,-0.1903,0.876,-0.0112,0.992,0.0242,1.017
XIII,334793,339790,-0.0098,0.993,-0.0173,0.988,-0.0073,0.995,-0.0482,0.967
XIII,339790,344787,-0.0014,0.999,-0.0197,0.986,-0.0675,0.954,-0.0005,1.000
XIII,344787,349784,-0.1409,0.907,-0.0788,0.947,-0.1090,0.927,-0.0224,0.985
XIII,349784,354781,-0.0865,0.942,-0.1309,0.913,-0.0660,0.955,0.0254,1.018
XIII,354781,359778,0.2255,1.169,0.1949,1.145,0.1622,1.119,0.1062,1.076
XIII,359778,364775,0.3597,1.283,0.3430,1.268,0.3704,1.293,0.1587,1.116
XIII,364775,369772,-0.2850,0.821,-0.2388,0.847,-0.1946,0.874,-0.0248,0.983
XIII,369772,374769,0.2839,1.218,0.2066,1.154,0.1446,1.105,0.0085,1.006
XIII,374769,379766,0.7384,1.668,0.6472,1.566,0.6564,1.576,0.3754,1.297
XIII,379766,384763,0.1781,1.131,0.0708,1.050,0.1379,1.100,-0.0328,0.978
XIII,384763,389760,0.1586,1.116,0.0834,1.059,0.1281,1.093,-0.0916,0.938
XIII,389760,394757,-0.0686,0.954,-0.1717,0.888,-0.0982,0.934,0.0172,1.012
XIII,394757,399753,0.1370,1.100,0.0152,1.011,0.0344,1.024,-0.0651,0.956
XIII,399753,404750,0.0007,1.000,0.0002,1.000,-0.0085,0.994,-0.0526,0.964
XIII,404750,409747,-0.0287,0.980,-0.0528,0.964,-0.1446,0.905,-0.0015,0.999
XIII,409747,414744,-0.1830,0.881,-0.1417,0.906,-0.0925,0.938,-0.0409,0.972
XIII,414744,419741,-0.3079,0.808,-0.2408,0.846,-0.2733,0.827,-0.0323,0.978
XIII,419741,424738,-0.0378,0.974,-0.1119,0.925,-0.0223,0.985,-0.0358,0.975
XIII,424738,429735,0.0812,1.058,-0.0236,0.984,-0.0488,0.967,0.0156,1.011
XIII,429735,434732,-0.3223,0.800,-0.2767,0.825,-0.3423,0.789,-0.0197,0.986
XIII,434732,439729,-0.1319,0.913,-0.1927,0.875,-0.0885,0.940,-0.0544,0.963
XIII,439729,444726,0.0263,1.018,-0.0032,0.998,0.0490,1.035,-0.0902,0.939
XIII,444726,449723,-0.1398,0.908,-0.1152,0.923,-0.1056,0.929,0.0211,1.015
XIII,449723,454720,0.1081,1.078,0.0769,1.055,0.1568,1.115,-0.0302,0.979
XIII,454720,459717,-0.1110,0.926,-0.0629,0.957,-0.0929,0.938,-0.0705,0.952
XIII,459717,464713,0.0015,1.001,-0.0405,0.972,-0.0040,0.997,-0.0126,0.991
XIII,464713,469710,0.2043,1.152,0.1560,1.114,0.1116,1.080,0.0412,1.029
XIII,469710,474707,0.0046,1.003,-0.0798,0.946,-0.0475,0.968,-0.0195,0.987
XIII,474707,479704,-0.0936,0.937,-0.1364,0.910,-0.0873,0.941,-0.0445,0.970
XIII,479704,484701,-0.1155,0.923,-0.0926,0.938,-0.1572,0.897,-0.0471,0.968
XIII,484701,489698,0.0882,1.063,-0.0347,0.976,0.0138,1.010,0.0111,1.008
XIII,489698,494695,-0.1766,0.885,-0.1114,0.926,-0.1654,0.892,0.0218,1.015
XIII,494695,499692,0.0131,1.009,0.0111,1.008,-0.0436,0.970,0.0318,1.022
XIII,499692,504689,-0.0217,0.985,0.0529,1.037,-0.0352,0.976,0.0307,1.021
